feat	id
MICALL2	3264
ALDH7A1	3265
OSR2	3266
BAALC	3267
FZD6	3268
CTHRC1	3269
TP53INP1	3270
FREM1	3271
GEM	3272
PDP1	3273
MYORG	3274
SYK	3275
ABCA1	3276
NFIL3	3277
LETM2	3278
TMEM71	3279
MAMDC2	3280
ALDH1A1	3281
RASEF	3282
C9orf64	3283
TRPV6	3284
FBP1	3285
PGAP4	3286
DYNLT3	3287
METTL27	3288
MID1IP1	3289
CLDN3	3290
WNK2	3291
NLGN4Y	3292
AQP3	3293
INTS6L	3294
CLDN2	3295
CFL2	3296
ZCCHC24	3297
PGM2L1	3298
SLC16A9	3299
GJB2	3300
CRYL1	3301
PKNOX2	3302
DEPP1	3303
ZNF22	3304
TMEM63C	3305
CDX2	3306
AKR1E2	3307
FAAH2	3308
DACT1	3309
BEND7	3310
COMTD1	3311
ZNF503	3312
TMEM52B	3313
DIPK1B	3314
RET	3315
JCAD	3316
NDRG2	3317
ARHGEF40	3318
BTNL9	3319
VWA2	3320
SALL2	3321
PRAP1	3322
HSPA12A	3323
UBTD1	3324
ANKRD2	3325
ARHGAP42	3326
LARGE2	3327
PACSIN3	3328
TTC7B	3329
TC2N	3330
IFI27	3331
CLMN	3332
PTER	3333
HACD1	3334
SMCO4	3335
ABTB2	3336
AMOTL1	3337
HTRA1	3338
PASD1	3339
SPRED1	3340
GPR176	3341
JAM3	3342
ADAMTS15	3343
GPT2	3344
AMN	3345
RAB8B	3346
IKBIP	3347
SPINT1	3348
FBN1	3349
CKB	3350
LARP6	3351
ALKBH3	3352
GABRB3	3353
CLMP	3354
C2	3355
PLEKHF1	3356
TMEM100	3357
SMPD1	3358
APBB1	3359
NETO1	3360
CYB5A	3361
IFTAP	3362
PPFIBP2	3363
CYB5R2	3364
SERPINB7	3365
SERPINB8	3366
TUB	3367
RIC3	3368
WDR72	3369
CRABP1	3370
ZMAT1	3371
DENND2B	3372
CDYL2	3373
PRTG	3374
MFAP4	3375
PRKCB	3376
HDGFL3	3377
CLEC3A	3378
CCDC68	3379
RIMKLB	3380
SEC11C	3381
CENPV	3382
RRAD	3383
ATF7IP2	3384
MMP10	3385
BEX3	3386
PLEKHA7	3387
ZNF606	3388
B2M	3389
NNMT	3390
SLFN5	3391
BMERB1	3392
FAM111A	3393
KIF7	3394
ANPEP	3395
SCNN1G	3396
RBPMS2	3397
NAV2	3398
GLYATL1	3399
MYO1A	3400
NAB2	3401
STAT6	3402
ELFN2	3403
STX3	3404
C15orf48	3405
SCG5	3406
GREM1	3407
SMAD3	3408
MAP1A	3409
MAPRE2	3410
EVA1C	3411
CNPY4	3412
NKX3-1	3413
PBX3	3414
GNGT2	3415
TMEM92	3416
FAM102A	3417
ACSF2	3418
CERCAM	3419
PRRX2	3420
UGT1A6	3421
PRR15L	3422
GPRC5B	3423
KATNAL2	3424
ZNF91	3425
IGF2	3426
TBC1D16	3427
MYO5B	3428
ACAA2	3429
OR51B5	3430
FN3K	3431
PRRT2	3432
TPM4	3433
JSRP1	3434
CACNB3	3435
CORO6	3436
TUBA1A	3437
ZNF528	3438
NCKAP5L	3439
CYP2S1	3440
AXL	3441
TMC4	3442
TTYH1	3443
CDC42EP5	3444
TMEM145	3445
PPP1R14A	3446
SPINT2	3447
C19orf33	3448
DNAAF3	3449
PSCA	3450
LY6D	3451
SEMA6B	3452
NXN	3453
KIFC2	3454
SLC43A2	3455
SRR	3456
HSD11B1L	3457
GGT6	3458
KLK1	3459
KLK4	3460
KLK2	3461
KLK5	3462
KLK6	3463
KLK11	3464
ZNF83	3465
KRT80	3466
RCOR2	3467
ANGPTL4	3468
CD320	3469
IGFBP6	3470
ZNF558	3471
NUDT8	3472
PRDX2	3473
HID1	3474
TMEM88	3475
EVPL	3476
MGAT5B	3477
TMC8	3478
RAB26	3479
ABCA3	3480
RAB3IL1	3481
BEST1	3482
FTH1	3483
TRANK1	3484
LTBP3	3485
CCDC88B	3486
SCARA3	3487
VASN	3488
FAM83B	3489
DDIT4	3490
GNG4	3491
KIF5C	3492
PXK	3493
ACOX2	3494
DEGS2	3495
FILIP1L	3496
MFSD2A	3497
TAP1	3498
BDKRB2	3499
MLKL	3500
RHOH	3501
SCNN1B	3502
HR	3503
RAB31	3504
BMP1	3505
CAVIN2	3506
MTCL1	3507
GBX2	3508
SERINC2	3509
MYL1	3510
COL3A1	3511
ADAM9	3512
GDNF	3513
AXIN2	3514
UGT3A2	3515
LRATD2	3516
LDLRAD4	3517
SLC16A4	3518
IL7R	3519
PKIG	3520
NPNT	3521
FAM178B	3522
SEMA4C	3523
GSTM4	3524
SHOX2	3525
TSPAN5	3526
NSG1	3527
FSTL5	3528
ATOH8	3529
VAMP5	3530
PLA2G4F	3531
ZNF608	3532
SLC35G2	3533
INPP5D	3534
PPIC	3535
STXBP6	3536
LGALS9	3537
CPLX1	3538
PXDC1	3539
KLK7	3540
IRS1	3541
VCX3A	3542
ROR2	3543
AR	3544
CHST14	3545
PARM1	3546
FAM110B	3547
ARMC4	3548
AFAP1L2	3549
ATF5	3550
CPT1C	3551
PCSK9	3552
RAB3B	3553
RGS14	3554
THBS3	3555
EFNA1	3556
CXCL10	3557
SH3TC2	3558
ADRB2	3559
B3GALNT1	3560
NR0B1	3561
STK32A	3562
PTK2	3563
PTAFR	3564
CXCL8	3565
SCN9A	3566
RASSF6	3567
COL22A1	3568
SDC2	3569
SPRR1B	3570
PLEKHA2	3571
CLIC4	3572
CCDC8	3573
MUC15	3574
ZEB2	3575
GJB1	3576
CLIC3	3577
BNC1	3578
ANTXR1	3579
FASN	3580
MT1E	3581
RAC3	3582
NRG4	3583
NLGN1	3584
LINGO1	3585
PCDH7	3586
ROBO1	3587
CTNND2	3588
WNT10B	3589
REPS2	3590
MUC3A	3591
TPST1	3592
TM4SF4	3593
TM4SF1	3594
KLF13	3595
IFFO2	3596
NLGN2	3597
MYO7B	3598
TMEM154	3599
ALCAM	3600
SIMC1	3601
SERPINA6	3602
HOXD4	3603
CHRNB1	3604
SLC16A5	3605
FABP6	3606
FAXDC2	3607
CRTAP	3608
CMTM8	3609
UBB	3610
FABP4	3611
FOS	3612
EMX2	3613
CST1	3614
SEMA3E	3615
DCLK2	3616
GPRC5C	3617
KRT8	3618
ADORA2B	3619
MGMT	3620
METTL7B	3621
KRT86	3622
DENND5B	3623
CD14	3624
MZB1	3625
KRT4	3626
NPAS2	3627
KISS1	3628
LONRF2	3629
COX7B2	3630
ELOVL6	3631
PFKFB3	3632
SERPINB9	3633
SMAGP	3634
IRX1	3635
CDH2	3636
IRX2	3637
EMB	3638
SIX2	3639
DLGAP1	3640
FOXA3	3641
SGCD	3642
GTSF1	3643
RASA4B	3644
HOXB9	3645
KCNS3	3646
GPR37	3647
SDR16C5	3648
HTRA3	3649
GPR27	3650
MTSS1	3651
CYTL1	3652
GSTA4	3653
PAQR8	3654
TANC2	3655
ZNF415	3656
CAVIN3	3657
HAS2	3658
PDGFD	3659
S1PR1	3660
HS6ST2	3661
PYGO1	3662
LRRC8E	3663
PKIA	3664
SOX7	3665
FUT3	3666
ATP6V0E2	3667
NETO2	3668
CDC42BPG	3669
JUNB	3670
FAM241B	3671
TMEM37	3672
UGT2B7	3673
LRG1	3674
SOSTDC1	3675
NPTX1	3676
ZNF439	3677
GAA	3678
CHST11	3679
KRT19	3680
KRT15	3681
APLN	3682
KRT13	3683
NAT1	3684
KRT20	3685
MCC	3686
DSEL	3687
DLK2	3688
HOPX	3689
LRRC8C	3690
LPAR3	3691
PTGER4	3692
FGG	3693
FGA	3694
FGB	3695
CXXC5	3696
PIK3CD	3697
ENC1	3698
SPSB1	3699
P2RY6	3700
ZIK1	3701
PLEKHG5	3702
TCEA2	3703
TMEM51	3704
LGALS4	3705
LRRC34	3706
GATM	3707
SYCE1	3708
BCL2	3709
PWWP2B	3710
NINJ2	3711
MLLT3	3712
PTEN	3713
PRNP	3714
FRMD5	3715
CYP4F11	3716
TLN2	3717
ZNF217	3718
SRGAP2C	3719
SCG2	3720
SYNPO	3721
MAL	3722
GAP43	3723
EPHX4	3724
LAMB2	3725
ORMDL3	3726
KRCC1	3727
SLFN12	3728
CALB2	3729
FRMD3	3730
SNTB1	3731
ISG20	3732
MBOAT1	3733
ID4	3734
CEBPB	3735
CLEC7A	3736
CERS6	3737
SPTLC3	3738
RCAN2	3739
IL16	3740
ARNT2	3741
GNG12	3742
PRSS27	3743
IL17D	3744
TCEAL1	3745
MAB21L4	3746
NIPAL4	3747
MUCL1	3748
PDE3A	3749
SMPDL3A	3750
RND1	3751
EFEMP2	3752
ZNF738	3753
SLFN11	3754
CORO1B	3755
CYP7B1	3756
OVOL1	3757
RARG	3758
CES4A	3759
CES3	3760
SSH3	3761
EGFL7	3762
DHCR7	3763
MYEOV	3764
MYD88	3765
SH3RF3	3766
GXYLT2	3767
BNC2	3768
HPSE	3769
RHOD	3770
PARP14	3771
ABLIM3	3772
GLRX	3773
SYT12	3774
SNCG	3775
MMRN2	3776
TRIB1	3777
OLR1	3778
DAG1	3779
SAA1	3780
AGR3	3781
PTPRM	3782
PEAK1	3783
TNFRSF10D	3784
CSPG4	3785
NABP1	3786
CCDC106	3787
PC	3788
LRFN4	3789
UQCRH	3790
MUC13	3791
SUSD5	3792
HEG1	3793
JUP	3794
TDRD12	3795
NET1	3796
DPY19L1	3797
GPR160	3798
CBX2	3799
SPTBN2	3800
GOLIM4	3801
HOXB2	3802
C1QTNF1	3803
MARCHF3	3804
NRROS	3805
CTSF	3806
MSRB3	3807
TLR6	3808
RGMB	3809
ADCY6	3810
TNK1	3811
PHLDA3	3812
CNTNAP2	3813
IL20RB	3814
GOLT1A	3815
UGT8	3816
SLCO2A1	3817
SLC29A2	3818
BRSK2	3819
SH3PXD2B	3820
RESF1	3821
RIN1	3822
FZD4	3823
CD248	3824
BTC	3825
PDZK1	3826
CNIH2	3827
SEZ6L2	3828
ASPHD1	3829
FUT1	3830
CTBP2	3831
CHST2	3832
DES	3833
MARCKSL1	3834
ABO	3835
CSRP2	3836
DDIT3	3837
PCCA	3838
CHST1	3839
GOLGA8A	3840
TP53I11	3841
PHYHD1	3842
CATSPER1	3843
CST6	3844
GRAMD2A	3845
NRIP3	3846
SCUBE2	3847
LPL	3848
MCTP1	3849
CLCF1	3850
KCNE3	3851
CABP4	3852
LONRF3	3853
UCP2	3854
P2RY2	3855
FOSL1	3856
SUGCT	3857
CCDC85B	3858
TOM1L2	3859
MTLN	3860
KDF1	3861
NR2F1	3862
SFN	3863
MSRA	3864
ETV4	3865
BAIAP2	3866
HOXD8	3867
PLEKHF2	3868
A2M	3869
ARL4D	3870
DOK7	3871
LRRN1	3872
TUBB6	3873
NUPR1	3874
JAKMIP2	3875
CRYBG2	3876
GPX2	3877
CCDC57	3878
FOXG1	3879
SPHK1	3880
BNIP3	3881
ACBD7	3882
ZNF135	3883
HSD11B2	3884
RIMS2	3885
SLCO3A1	3886
PLAAT3	3887
DIRAS1	3888
PRR15	3889
GNG7	3890
KBTBD11	3891
B3GNT5	3892
MYO1D	3893
FOXL1	3894
BDNF	3895
BOK	3896
BASP1	3897
IRX5	3898
METRNL	3899
GRIN1	3900
SOX11	3901
TCIM	3902
FUT2	3903
MUC20	3904
DPP7	3905
PHETA2	3906
EPS8L2	3907
FZD8	3908
ZBTB38	3909
PPFIA3	3910
SAMD9L	3911
PAWR	3912
NAP1L5	3913
ERICH5	3914
ACOT4	3915
CAVIN1	3916
ZBED2	3917
IRX3	3918
ATOX1	3919
SAMD12	3920
JUN	3921
PGBD5	3922
CD163L1	3923
SRRM3	3924
CRACR2B	3925
FAM20C	3926
NECTIN3	3927
ANXA2R	3928
PCDHB9	3929
ZNF354C	3930
ODF3B	3931
DPY19L2	3932
LRRC75B	3933
ADAMTSL1	3934
ALS2CL	3935
MLF1	3936
STAP2	3937
BOLA1	3938
PDE4DIP	3939
ZNF114	3940
ZNF518B	3941
SPINK6	3942
POGLUT3	3943
PLEC	3944
RNF212	3945
GALNT11	3946
SHISA3	3947
CALML5	3948
DNAJC22	3949
GLDC	3950
P4HTM	3951
DTX3	3952
CTXN1	3953
CA8	3954
MAF	3955
GPR35	3956
PARP10	3957
KCTD12	3958
RPP25	3959
THBD	3960
ERFE	3961
ZHX2	3962
CPNE7	3963
C5orf46	3964
OPLAH	3965
TMEM52	3966
TMEM139	3967
MSC	3968
APOLD1	3969
RFLNA	3970
FOXE1	3971
HYI	3972
ZNF552	3973
TRIML2	3974
TMTC2	3975
FUCA1	3976
TMEM125	3977
MAGED1	3978
LDLRAD3	3979
CDH4	3980
NSUN7	3981
WSCD1	3982
HLA-DQB1	3983
GATA2	3984
ARID3B	3985
EGR3	3986
VWA1	3987
FJX1	3988
MKRN3	3989
ZBTB18	3990
CIITA	3991
CDC42EP4	3992
ZBTB42	3993
ARL14	3994
PCED1B	3995
APOBEC3B	3996
MYADM	3997
CITED4	3998
B3GNT3	3999
SSC5D	4000
ANKRD18A	4001
LYNX1	4002
TH	4003
TDRP	4004
MYLPF	4005
FGD6	4006
ALX1	4007
FZD2	4008
HCLS1	4009
MTURN	4010
GAS1	4011
NRIP1	4012
RNF182	4013
TSPYL5	4014
H2AC6	4015
H2BC4	4016
MB21D2	4017
SLC47A2	4018
TMEM64	4019
SHISA2	4020
S1PR5	4021
CLRN3	4022
GPR157	4023
SLC36A4	4024
ANKRD30B	4025
ARSJ	4026
HOXC9	4027
HOXC10	4028
CUEDC1	4029
OXTR	4030
FAM83H	4031
TCEAL8	4032
ZFP82	4033
NQO1	4034
RPH3AL	4035
MAPK15	4036
F2R	4037
MUC16	4038
H2AW	4039
TLCD5	4040
DDX60L	4041
SYNE4	4042
AATK	4043
SAGE1	4044
ZNF467	4045
SOX2	4046
TMEM45A	4047
FDCSP	4048
SLX1B	4049
PHLDA2	4050
ATG9B	4051
ZNF875	4052
GPR3	4053
ADGRB1	4054
CLDN7	4055
CCDC149	4056
PNMA8A	4057
CHST15	4058
IDH2	4059
TMEM30B	4060
FAM89A	4061
RGMA	4062
UBA7	4063
LDOC1	4064
EXT1	4065
BACE2	4066
UBE2E2	4067
SYNM	4068
FIGN	4069
B4GALNT4	4070
AP1S2	4071
SPACA6	4072
C1S	4073
PLCXD1	4074
NXPH4	4075
CAPN12	4076
BGN	4077
FES	4078
MXRA7	4079
LIMK2	4080
SATB1	4081
EPHB3	4082
EPGN	4083
TSPAN10	4084
PLCB1	4085
NDN	4086
NTM	4087
TSKU	4088
ANXA2	4089
HOXB4	4090
PAQR7	4091
PAPPA	4092
HCAR2	4093
C1orf116	4094
CRIP2	4095
VMO1	4096
GALNT9	4097
COL18A1	4098
TCEAL7	4099
SPATA13	4100
GJC1	4101
CADM1	4102
ZNF320	4103
SPNS2	4104
SLC8A1	4105
PCP4	4106
ABAT	4107
CAMK1D	4108
NKX2-5	4109
GAS6	4110
NEB	4111
BEGAIN	4112
GPC6	4113
ARHGEF37	4114
CSMD1	4115
CHST6	4116
PRR36	4117
CCBE1	4118
MAGEA2B	4119
FHL3	4120
C19orf71	4121
CCDC159	4122
RIPK4	4123
GPR132	4124
MX2	4125
TENT5C	4126
SERHL2	4127
PCBP3	4128
FBXL7	4129
FAM167B	4130
DGCR6	4131
ZNF530	4132
PSG9	4133
GPR1	4134
RFLNB	4135
NOG	4136
UPP1	4137
LHFPL6	4138
CMTM4	4139
ASCL2	4140
MACC1	4141
ACP7	4142
KREMEN1	4143
AIFM3	4144
ZNF703	4145
SLC35F3	4146
NPIPA5	4147
GPR39	4148
FAM3B	4149
KIRREL1	4150
ARSI	4151
UTY	4152
SRARP	4153
PRKX	4154
SMTN	4155
NPW	4156
ST6GALNAC3	4157
TMPRSS2	4158
DENND5A	4159
CTAG1B	4160
TBX1	4161
ADRA2C	4162
PCDH9	4163
ACOT1	4164
OAF	4165
ALDH1A3	4166
TACSTD2	4167
PRKD1	4168
ZDHHC23	4169
SLIT3	4170
EFNA5	4171
PKP3	4172
MAP7D2	4173
CSF1	4174
COLEC10	4175
PLA2G6	4176
MAML2	4177
POU3F2	4178
PTP4A3	4179
TMEM255B	4180
PROS1	4181
BEX5	4182
DUSP8	4183
SOCS3	4184
SLITRK6	4185
STING1	4186
PDE4B	4187
NELL2	4188
ZNF93	4189
SEPTIN9	4190
H2BC21	4191
CLDN6	4192
SEPTIN5	4193
LRRC26	4194
RNLS	4195
FAM110C	4196
SMIM10	4197
OSBP2	4198
ZBTB7C	4199
PRR16	4200
SDR42E1	4201
ARMCX2	4202
BTBD6	4203
JAG2	4204
FMNL1	4205
WT1	4206
USP18	4207
SORCS2	4208
TMEM121	4209
ROBO2	4210
MAFF	4211
SEMA4B	4212
SLC24A3	4213
FLRT2	4214
RPS27L	4215
MANEAL	4216
ADSS1	4217
ANO9	4218
FAM43A	4219
INPP5J	4220
SIGIRR	4221
IFITM2	4222
TNFAIP2	4223
TCEAL9	4224
MAGEA11	4225
NOTUM	4226
RBM11	4227
SOCS1	4228
TCN2	4229
GAS2L1	4230
MAPK11	4231
SP140L	4232
SMYD3	4233
METTL7A	4234
FAM174B	4235
KRT6B	4236
STAC3	4237
ROR1	4238
MUC1	4239
IRF7	4240
NR2F2	4241
LSAMP	4242
AHNAK2	4243
OLFML2A	4244
PBX1	4245
NDUFA4L2	4246
SHC4	4247
ZFP36L1	4248
NTF3	4249
PMEL	4250
PRAME	4251
MYBL1	4252
IFIT1	4253
KCNQ5	4254
IKZF1	4255
NAT8L	4256
DNAH14	4257
EVI2B	4258
IFITM1	4259
KLHDC8B	4260
PTCH1	4261
RTN4RL1	4262
IRS2	4263
TMLHE	4264
RASA3	4265
LEMD1	4266
KRT5	4267
GSAP	4268
BCL9L	4269
SAPCD2	4270
EDARADD	4271
CYP4F12	4272
MTARC1	4273
SOWAHB	4274
GPAT2	4275
BACE1	4276
THBS2	4277
RXRA	4278
GNG2	4279
BTN3A2	4280
PCLO	4281
INSIG1	4282
C5orf38	4283
ARHGAP30	4284
SEPTIN10	4285
CYP4F3	4286
CEACAM19	4287
NF2	4288
HPDL	4289
PRR5	4290
CYP27C1	4291
KRT16	4292
KRT14	4293
TRABD2A	4294
MAPT	4295
TNFRSF18	4296
C1QL4	4297
RTN4RL2	4298
EMID1	4299
ESPN	4300
TMEM216	4301
TEAD1	4302
MITF	4303
LYPD6	4304
AKR1C1	4305
FOXD3	4306
SHTN1	4307
AL162231.1	4308
MT1X	4309
GCNT1	4310
SESTD1	4311
FNBP1	4312
DYNC2H1	4313
MAGED4B	4314
BCAM	4315
FAM9C	4316
C11orf96	4317
COL4A1	4318
PLEKHN1	4319
MAGEH1	4320
ISG15	4321
SAMD11	4322
SPRY4	4323
TRPV2	4324
C2orf88	4325
THSD4	4326
SEMA4D	4327
LIN28B	4328
PEAR1	4329
H1-2	4330
EIF4EBP1	4331
PALM3	4332
DMBT1	4333
COL14A1	4334
DNER	4335
RINL	4336
S100A3	4337
ARL4C	4338
RAB42	4339
WNT7B	4340
FAM25A	4341
C6orf132	4342
MAPK12	4343
COL4A5	4344
AGRN	4345
NHS	4346
ZNF626	4347
ZNF793	4348
PLA2G2A	4349
HES4	4350
IGFL1	4351
PLSCR1	4352
ZNF559	4353
SBK1	4354
CIBAR1	4355
ZP3	4356
C10orf99	4357
CERKL	4358
SLC24A5	4359
IER5L	4360
SERPINA5	4361
NCCRP1	4362
FAM83G	4363
HBA2	4364
CCDC9B	4365
NANOS1	4366
DPYD	4367
S100A16	4368
PARVB	4369
ZBED6CL	4370
FAM221A	4371
BCL2L15	4372
ZDHHC11	4373
CALHM6	4374
FAM78B	4375
KLRG2	4376
LRRK2	4377
GJB3	4378
C9orf152	4379
CGB5	4380
RELN	4381
FAM111B	4382
APOD	4383
H1-0	4384
GAGE2A	4385
LITAF	4386
SP6	4387
CLDN4	4388
S100A13	4389
PCDH18	4390
ZNF600	4391
MAOA	4392
GJB5	4393
FHIT	4394
S100A14	4395
KAZN	4396
ALG1L	4397
KIAA0408	4398
GSPT2	4399
CXCL17	4400
MMP23B	4401
SH2D5	4402
SYCP2	4403
IL1RAP	4404
HLA-DRB1	4405
SERPINA3	4406
AKR1C3	4407
SPATS2L	4408
S100A4	4409
PLEKHG4	4410
TMEM63A	4411
CTSE	4412
SEMA4A	4413
HRCT1	4414
GREB1	4415
RYR1	4416
SFTA2	4417
ZNF493	4418
CD55	4419
NUDT11	4420
SRGAP2B	4421
FUT4	4422
EVL	4423
EPHB4	4424
NPIPB15	4425
ZNF569	4426
ARMCX4	4427
SULT1A1	4428
TCEAL3	4429
SLC6A9	4430
AFAP1	4431
SPTSSB	4432
MME	4433
CACNA1H	4434
SULF2	4435
HBG2	4436
PLXNB2	4437
MYO6	4438
MMP1	4439
TCF4	4440
SDHAF3	4441
HRH1	4442
HSH2D	4443
ZNF512B	4444
ZNF418	4445
DAPK1	4446
HLA-DQA1	4447
COL27A1	4448
GM2A	4449
H2AC13	4450
S100A2	4451
CD47	4452
TLE1	4453
ZNF239	4454
ADA	4455
ARID5A	4456
ZFP28	4457
CRACDL	4458
LAMB3	4459
HCAR1	4460
PDLIM7	4461
FLNA	4462
FAM3C	4463
CASP4	4464
ZNF585A	4465
ANXA4	4466
ZNF429	4467
ANXA6	4468
SIGLEC15	4469
ARRDC1	4470
KIAA1671	4471
GAL3ST4	4472
SLC6A17	4473
SLC25A29	4474
SRC	4475
ZNF682	4476
ZNF772	4477
ZNF257	4478
ACSL5	4479
ZNF785	4480
SULT1A2	4481
MAGEA6	4482
NOL4L	4483
CYSRT1	4484
H4C11	4485
SERPINA1	4486
KANK2	4487
C6orf141	4488
SVIL	4489
PELI1	4490
ZNF655	4491
UAP1L1	4492
ZNF675	4493
SLC22A5	4494
ADARB1	4495
VEPH1	4496
OGDHL	4497
STMN3	4498
PDGFA	4499
COL13A1	4500
ZNF695	4501
SLC2A10	4502
ZNF665	4503
MYO5A	4504
COL4A6	4505
HOXA4	4506
ENPP1	4507
ZNF841	4508
MFAP5	4509
SERPINB2	4510
DPP4	4511
PDCD1LG2	4512
ZNF433	4513
NMB	4514
PARVA	4515
FAM114A1	4516
PSAP	4517
S100A10	4518
HOXC6	4519
CFD	4520
OCLN	4521
INKA2	4522
CYRIA	4523
H2BC12	4524
TEAD4	4525
ZNF677	4526
ZNF347	4527
PLCG2	4528
FCHSD1	4529
S100A6	4530
MBP	4531
ELOVL2	4532
SPANXA1	4533
TUBA3C	4534
ZNF667	4535
SIRPA	4536
AKR1B10	4537
NUP62CL	4538
ZNF649	4539
TOR4A	4540
LPAR1	4541
MB	4542
ZNF544	4543
TMEM229B	4544
SOWAHC	4545
HMGN5	4546
SVIP	4547
ZNF334	4548
HSD17B11	4549
SULT1C2	4550
RPS6KL1	4551
CSF2RA	4552
SLC29A3	4553
CARD11	4554
PEG3	4555
MYL4	4556
HOXC4	4557
ASPH	4558
MT1F	4559
ZNF69	4560
TXNRD1	4561
NRARP	4562
ZNF568	4563
ZNF480	4564
TPM2	4565
SH3BGRL2	4566
HLA-DRB5	4567
ATL1	4568
ZNF43	4569
ZNF28	4570
ITGBL1	4571
CTNND1	4572
SPANXC	4573
MMP17	4574
CCDC69	4575
KLHL9	4576
TUSC1	4577
MAGEA1	4578
PAPSS2	4579
ABCA4	4580
EIF1AY	4581
GLMP	4582
DLL1	4583
ECI2	4584
PPP1R14C	4585
SMOC1	4586
PLXNB3	4587
COLGALT2	4588
EPS8L3	4589
APCDD1L	4590
RCSD1	4591
FAM169A	4592
MUC2	4593
SCAMP5	4594
ZNF521	4595
ALPK2	4596
PNP	4597
PAX9	4598
ZNF358	4599
INPP5F	4600
SELENOM	4601
TOX	4602
CES1	4603
RUSC2	4604
GRK5	4605
SFMBT2	4606
PNMA5	4607
ITPRIPL1	4608
PRMT6	4609
SHISA4	4610
L1CAM	4611
RASGEF1A	4612
CSAG1	4613
TBKBP1	4614
DMD	4615
MFAP3L	4616
TGM2	4617
ARMCX6	4618
ZNF525	4619
IQANK1	4620
CAPN8	4621
RAET1G	4622
SAMD5	4623
FAM229B	4624
FANK1	4625
PLPP4	4626
H2AC18	4627
HSD3B1	4628
SPANXA2	4629
RTL8A	4630
ZYG11A	4631
CT83	4632
FOXO6	4633
MAFB	4634
C2orf72	4635
TMEM273	4636
GPRIN2	4637
PTPN20	4638
TCEA3	4639
HSD17B8	4640
HLA-DOA	4641
HLA-DMA	4642
COL5A2	4643
PSMB8	4644
TAP2	4645
HLA-DRA	4646
COL15A1	4647
SP5	4648
XAGE1A	4649
LAYN	4650
XAGE1B	4651
SLC44A4	4652
HSPA1B	4653
HSPA1A	4654
CARD16	4655
MICB	4656
MICA	4657
HLA-C	4658
POU5F1	4659
PSORS1C1	4660
C6orf15	4661
DDR1	4662
HLA-E	4663
ZNF468	4664
TRIM15	4665
TRIM31	4666
TBC1D8	4667
HLA-F	4668
GABBR1	4669
RANBP17	4670
MROH6	4671
IGFL2	4672
PSG5	4673
SPIRE2	4674
AARD	4675
TRIQK	4676
ZBTB10	4677
LGR4	4678
VIT	4679
ADGRG1	4680
MT1A	4681
INSYN1	4682
MT1M	4683
CFI	4684
SAMD9	4685
KRT6A	4686
KRT81	4687
TP53TG3D	4688
CCDC85C	4689
RGL3	4690
TMSB4X	4691
CPT1B	4692
SMN2	4693
MUC19	4694
SMIM11A	4695
ITPRIPL2	4696
DENND1C	4697
GAGE1	4698
KLRC2	4699
NYNRIN	4700
SERPINB5	4701
ZDHHC11B	4702
HBA1	4703
ATP10A	4704
HLA-A	4705
VGLL3	4706
GPX3	4707
DIO2	4708
STK38L	4709
SLC48A1	4710
KRTAP2-3	4711
RTL8B	4712
RNF208	4713
CGB8	4714
TCTEX1D2	4715
CRIP1	4716
FAM24B	4717
TRIM59	4718
MLLT11	4719
ASIC3	4720
ARHGEF35	4721
NRAS	4722
GSTM2	4723
MAGEA12	4724
GPC2	4725
HEXA	4726
LBH	4727
SULT1A4	4728
GPSM3	4729
LAT	4730
TREX1	4731
S1PR3	4732
DDAH2	4733
ZNF134	4734
ZNF888	4735
EMP2	4736
UBD	4737
IRF9	4738
HBE1	4739
CLDN9	4740
ITGA1	4741
ZNF726	4742
AP1G2	4743
ZNF90	4744
TTLL3	4745
TSPAN4	4746
SH3D21	4747
SMIM30	4748
ANG	4749
COLCA2	4750
NEURL1B	4751
AS3MT	4752
STARD10	4753
CPEB1	4754
NPIPA8	4755
ARHGEF28	4756
MUC5AC	4757
GOLGA8B	4758
NPEPL1	4759
RPL17-C18orf32	4760
TNFRSF25	4761
TSTD1	4762
IFI30	4763
TENM3	4764
TAFA5	4765
MAGEA3	4766
CEBPD	4767
HMSD	4768
NPTXR	4769
ZNF880	4770
TRIM16	4771
SLC12A8	4772
APOL6	4773
FADS3	4774
PPT2	4775
BTBD19	4776
CKMT1A	4777
CERS1	4778
HLA-DPB1	4779
C4B	4780
CTAGE4	4781
NTF4	4782
ELFN1	4783
HSBP1L1	4784
ERVMER34-1	4785
LTA	4786
C14orf132	4787
ZNF717	4788
SPANXB1	4789
AKR1B15	4790
LTB	4791
FNDC10	4792
CT45A5	4793
PRAC2	4794
ANKRD18B	4795
HLA-DPA1	4796
PSG1	4797
TNF	4798
LYRM9	4799
PHGR1	4800
GPX1	4801
TMEM238	4802
TWIST2	4803
PAGE2	4804
ZNF736	4805
HLA-B	4806
APOC2	4807
ANKRD65	4808
ZSCAN31	4809
C12orf75	4810
SMIM1	4811
KIAA0040	4812
PNMA6A	4813
ARHGEF38	4814
B3GNT9	4815
CKMT1B	4816
RNF223	4817
ZNF737	4818
SHISA9	4819
HLA-DQA2	4820
C2orf74	4821
PAGE2B	4822
STPG4	4823
TNFSF12	4824
APOBEC3G	4825
C1orf226	4826
PSMB9	4827
PCDHGC3	4828
SMKR1	4829
AQP1	4830
PNMA2	4831
